"Prediction_Source","Source_File","Source_Row","Pharma_Model","PDB_ID","Num_Feature","Fit","Norm_Fit","zscore","Target_Name_Raw","UniProt_Field_Raw","Class_Raw","Function_Raw","Disease_Raw","Indication_Raw","Mapping_Method","Mapping_Status","Gene_Symbol","UniProt_accession","UniProt_entry_name","UniProt_reviewed","Species","TaxID","Protein_Name_UniProt","Is_Human","Meets_Strict","Meets_Relaxed","Meets_Exploratory","Compound","PubChem_CID","Processing_Date"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","36","1kme_v","1KME","3","2.221","0.7403","-0.518026","Bacteriorhodopsin","P02945","NONE","Involved in ion channel activity","NONE","NONE","UniProt_field","mapped","bop","P02945","BACR_HALSA","reviewed","Halobacterium salinarum (strain ATCC 700922 / JCM 11081 / NRC-1) (Halobacterium halobium)","64091","Bacteriorhodopsin (BR) (Bacterioopsin) (BO)","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","37","1ra5_v","1RA5","4","2.958","0.7394","1.262","Cytosine deaminase","P25524","NONE","Nucleotide transport and metabolism","NONE","NONE","UniProt_field","mapped","codA","P25524","CODA_ECOLI","reviewed","Escherichia coli (strain K12)","83333","Cytosine deaminase (CD) (CDA) (CDase) (EC 3.5.4.1) (Cytosine aminohydrolase) (Isoguanine deaminase) (EC 3.5.4.-)","FALSE","FALSE","TRUE","TRUE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","38","2fus_v","2FUS","4","2.942","0.7354","1.57573","Fumarate hydratase class II","P05042","NONE","Energy production and conversion","NONE","NONE","UniProt_field","mapped","fumC","P05042","FUMC_ECOLI","reviewed","Escherichia coli (strain K12)","83333","Fumarate hydratase class II (Fumarase C) (EC 4.2.1.2) (Aerobic fumarase) (Iron-independent fumarase)","FALSE","FALSE","TRUE","TRUE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","39","1vr0_v","1VR0","4","2.931","0.7327","0.906123","Probable 2-phosphosulfolactate phosphatase","Q97E82","NONE","Coenzyme transport and metabolism","NONE","NONE","UniProt_field","mapped","comB","Q97E82","COMB_CLOAB","reviewed","Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / IAM 19013 / LMG 5710 / NBRC 13948 / NRRL B-527 / VKM B-1787 / 2291 / W)","272562","Probable 2-phosphosulfolactate phosphatase (EC 3.1.3.71)","FALSE","FALSE","FALSE","TRUE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","40","1m2p_v","1M2P","4","2.929","0.7322","1.32694","Casein kinase II subunit alpha","P28523","NONE","Involved in protein kinase activity","NONE","NONE","UniProt_field","mapped","ACK2","P28523","CSK2A_MAIZE","reviewed","Zea mays (Maize)","4577","Casein kinase II subunit alpha (EC 2.7.11.1) (CK II) (CK2-alpha)","FALSE","FALSE","TRUE","TRUE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","41","2pow_v","2POW","4","2.925","0.7312","1.32481","Carbonic anhydrase 2","CAH2_HUMAN","LYASE","Essential for bone resorption and osteoclast differentiation (By similarity). Reversible hydration of carbon dioxide.","Defects in CA2 are the cause of autosomal recessive osteopetrosis type 3 (OPTB3) [MIM:259730]; also known as osteopetrosis with renal tubular acidosis, carbonic anhydrase II deficiency syndrome, Guibaud-Vainsel syndrome or marble brain disease. Osteopetrosis is a rare genetic disease characterized by abnormally dense bone, due to defective resorption of immature bone. The disorder occurs in two forms: a severe autosomal recessive form occurring in utero, infancy, or childhood, and a benign autosomal dominant form occurring in adolescence or adulthood. Autosomal recessive osteopetrosis is usually associated with normal or elevated amount of non-functional osteoclasts. OPTB3 is associated with renal tubular acidosis, cerebral calcification (marble brain disease) and in some cases with mental retardation.","NONE","UniProt_field","mapped","CA2","P00918","CAH2_HUMAN","reviewed","Homo sapiens (Human)","9606","Carbonic anhydrase 2 (EC 4.2.1.1) (Carbonate dehydratase II) (Carbonic anhydrase C) (CAC) (Carbonic anhydrase II) (CA-II) (Cyanamide hydratase CA2) (EC 4.2.1.69)","TRUE","FALSE","TRUE","TRUE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","42","1vh8_v","1VH8","4","2.921","0.7304","0.661222","2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase","P44815","NONE","Involved in 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity","NONE","NONE","UniProt_field","mapped","ispF","P44815","ISPF_HAEIN","reviewed","Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)","71421","2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (MECDP-synthase) (MECPP-synthase) (MECPS) (EC 4.6.1.12)","FALSE","FALSE","FALSE","TRUE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","43","1xnf_v","1XNF","4","2.918","0.7294","1.38803","Lipoprotein nlpI precursor","P0AFB1","NONE","May be involved in cell division. Overexpression of nlpI results in the loss of the rod morphology and the formation of single prolate ellipsoids and pairs of prolate ellipsoids joined by partial constrictions","NONE","NONE","UniProt_field","mapped","nlpI","P0AFB1","NLPI_ECOLI","reviewed","Escherichia coli (strain K12)","83333","Lipoprotein NlpI","FALSE","FALSE","TRUE","TRUE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","44","1o9r_v","1O9R","4","2.901","0.7254","1.01277","DNA protection during starvation protein","Q8UCK6","NONE","Involved in oxidoreductase activity","NONE","NONE","UniProt_field","mapped","dps","Q8UCK6","DPS_AGRFC","reviewed","Agrobacterium fabrum (strain C58 / ATCC 33970) (Agrobacterium tumefaciens (strain C58))","176299","DNA protection during starvation protein (EC 1.16.-.-)","FALSE","FALSE","TRUE","TRUE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","45","1rdp_v","1RDP","4","2.898","0.7245","1.24498","Cholera enterotoxin subunit B","P01556","NONE","The B subunit pentameric ring directs the A subunit to its target by binding to the GM1 gangliosides present on the surface of the intestinal epithelial cells. It can bind five GM1 gangliosides. It has no toxic activity by itself","NONE","NONE","UniProt_field","mapped","ctxB","P01556","CHTB_VIBCH","reviewed","Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)","243277","Cholera enterotoxin subunit B (Cholera enterotoxin B chain) (Cholera enterotoxin gamma chain) (Choleragenoid)","FALSE","FALSE","TRUE","TRUE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","46","2pu4_v","2PU4","4","2.898","0.7244","1.14246","Beta-lactamase","AMPC_ECOLI","HYDROLASE","This protein is a serine beta-lactamase with a substrate specificity for cephalosporins.","NONE","NONE","UniProt_field","mapped","ampC","P00811","AMPC_ECOLI","reviewed","Escherichia coli (strain K12)","83333","Beta-lactamase (EC 3.5.2.6) (Cephalosporinase) (CSase)","FALSE","FALSE","TRUE","TRUE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","47","1o4f_v","1O4F","4","2.895","0.7238","0.748216","Proto-oncogene tyrosine-protein kinase Src","SRC_HUMAN","SIGNALING PROTEIN","NONE","NONE","Hypercalcemia;Cancer;Osteoporosis;Cerebrovascular ischemia;Bone metastases;Metastasis;Solid tumor","UniProt_field","mapped","SRC","P12931","SRC_HUMAN","reviewed","Homo sapiens (Human)","9606","Proto-oncogene tyrosine-protein kinase Src (EC 2.7.10.2) (Proto-oncogene c-Src) (pp60c-src) (p60-Src)","TRUE","FALSE","FALSE","TRUE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","48","1d4d_v","1D4D","4","2.886","0.7216","1.04017","Fumarate reductase flavoprotein subunit","P83223","NONE","Energy production and conversion","NONE","NONE","UniProt_field","mapped","fccA","P83223","FCCA_SHEON","reviewed","Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1)","211586","Fumarate reductase (cytochrome) (EC 1.3.2.4) (Flavocytochrome c) (FL cyt) (Flavocytochrome c3) (Fcc3)","FALSE","FALSE","TRUE","TRUE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","49","3pax_v","3PAX","4","2.885","0.7212","1.04138","Poly [ADP-ribose] polymerase 1","P26446","NONE","Involved in DNA binding","NONE","NONE","UniProt_field","mapped","PARP1","P26446","PARP1_CHICK","reviewed","Gallus gallus (Chicken)","9031","Poly [ADP-ribose] polymerase 1 (PARP-1) (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 1) (ARTD1) (DNA ADP-ribosyltransferase PARP1) (EC 2.4.2.-) (NAD(+) ADP-ribosyltransferase 1) (ADPRT 1) (Poly[ADP-ribose] synthase 1) (Protein poly-ADP-ribosyltransferase PARP1) (EC 2.4.2.-)","FALSE","FALSE","TRUE","TRUE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","50","1r2r_v","1R2R","4","2.883","0.7206","1.18278","Triosephosphate isomerase","P00939","NONE","Involved in catalytic activity","NONE","For the symptomatic relief of patients with interstitial cystitis.","UniProt_field","mapped","TPI1","P00939","TPIS_RABIT","reviewed","Oryctolagus cuniculus (Rabbit)","9986","Triosephosphate isomerase (TIM) (EC 5.3.1.1) (Methylglyoxal synthase) (EC 4.2.3.3) (Triose-phosphate isomerase)","FALSE","FALSE","TRUE","TRUE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","51","1tl2_v","1TL2","4","2.882","0.7205","1.21191","Tachylectin-2","Q27084","NONE","Lectin that binds specifically to N-acetylglucosamine and N-acetylgalactosamine. Is part of the innate immunity host defense system of the horseshoe crab.","NONE","NONE","UniProt_field","mapped","","Q27084","TAL2_TACTR","reviewed","Tachypleus tridentatus (Japanese horseshoe crab)","6853","Tachylectin-2 (Lectin L10c)","FALSE","FALSE","TRUE","TRUE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","52","1phw_v","1PHW","4","2.881","0.7203","0.767766","2-dehydro-3-deoxyphosphooctonate aldolase","P0A715","NONE","Synthesis of KDO 8-P which is required for lipid A maturation and cellular growth.","NONE","NONE","UniProt_field","mapped","kdsA","P0A715","KDSA_ECOLI","reviewed","Escherichia coli (strain K12)","83333","2-dehydro-3-deoxyphosphooctonate aldolase (EC 2.5.1.55) (3-deoxy-D-manno-octulosonic acid 8-phosphate synthase) (KDO-8-phosphate synthase) (KDO 8-P synthase) (KDOPS) (Phospho-2-dehydro-3-deoxyoctonate aldolase)","FALSE","FALSE","FALSE","TRUE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","53","1gqt_v","1GQT","4","2.88","0.7199","1.204","Ribokinase","P0A9J6","NONE","Carbohydrate transport and metabolism","NONE","NONE","UniProt_field","mapped","rbsK","P0A9J6","RBSK_ECOLI","reviewed","Escherichia coli (strain K12)","83333","Ribokinase (RK) (EC 2.7.1.15)","FALSE","FALSE","TRUE","TRUE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","54","1vkf_v","1VKF","3","2.158","0.7194","-0.91799","Glycerol uptake operon antiterminator-related protein","Q9X1F0","NONE","Involved in transcription regulator activity","NONE","NONE","UniProt_field","mapped","","Q9X1F0","Q9X1F0_THEMA","unreviewed","Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8)","243274","Glycerol uptake operon antiterminator-related protein","FALSE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","55","2qwj_v","2QWJ","4","2.877","0.7191","1.19203","Neuraminidase","P03472","NONE","Catalyzes the removal of terminal sialic acid residues from viral and cellular glycoconjugates. Cleaves off the terminal sialic acids on the glycosylated HA during virus budding to facilitate virus release. Additionally helps virus spread through the circulation by further removing sialic acids from the cell surface. These cleavages prevent self-aggregation and ensure the efficient spread of the progeny virus from cell to cell. Otherwise, infection would be limited to one round of replication. Described as a receptor-destroying enzyme because it cleaves a terminal sialic acid from the cellular receptors. May facilitate viral invasion of the upper airways by cleaving the sialic acid moities on the mucin of the airway epithelial cells. Likely to plays a role in the budding process through its association with lipid rafts during intracellular transport. May additionally display a raft-association independent effect on budding. Plays a role in the determination of host range restriction on replication and virulence. Sialidase activity in late endosome/lysosome traffic seems to enhance virus replication","NONE","NONE","UniProt_field","mapped","NA","P03472","NRAM_I75A5","reviewed","Influenza A virus (strain A/Tern/Australia/G70C/1975 H11N9)","384509","Neuraminidase (EC 3.2.1.18)","FALSE","FALSE","TRUE","TRUE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","56","1f9g_v","1F9G","4","2.871","0.7178","1.11953","Hyaluronate lyase","Q54873","NONE","Involved in hyaluronidase activity","NONE","Used to treat vitamin C deficiency, scurvy, delayed wound and bone healing, urine acidification, and in general as an antioxidant. It has also been suggested to be an effective antiviral agent.","UniProt_field","mapped","","Q54873","HYSA_STRPN","reviewed","Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)","170187","Hyaluronate lyase (EC 4.2.2.1) (Hyaluronidase) (HYase)","FALSE","FALSE","TRUE","TRUE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","57","1giu_v","1GIU","4","2.865","0.7162","0.959764","Ribosome-inactivating protein alpha-trichosanthin","P09989","NONE","Involved in rRNA N-glycosylase activity","NONE","For nutritional supplementation, also for treating dietary shortage or imbalance","UniProt_field","mapped","","P09989","RIPT_TRIKI","reviewed","Trichosanthes kirilowii (Chinese snake gourd) (Chinese cucumber)","3677","Ribosome-inactivating protein alpha-trichosanthin (Alpha-TCS) (EC 3.2.2.22) (rRNA N-glycosidase)","FALSE","FALSE","FALSE","TRUE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","58","1qfl_v","1QFL","4","2.855","0.7138","1.10866","Acetyl-CoA acetyltransferase","P07097","NONE","Lipid transport and metabolism","NONE","NONE","UniProt_field","mapped","phaA","P07097","THIL_SHIZO","reviewed","Shinella zoogloeoides (Crabtreella saccharophila)","352475","Acetyl-CoA acetyltransferase (EC 2.3.1.9) (Acetoacetyl-CoA thiolase) (Beta-ketothiolase)","FALSE","FALSE","TRUE","TRUE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","59","1tdj_v","1TDJ","4","2.854","0.7136","0.471277","Threonine dehydratase biosynthetic","P04968","NONE","Catalyzes the anaerobic formation of alpha-ketobutyrate and ammonia from threonine in a two-step reaction. The first step involved a dehydration of threonine and a production of enamine intermediates (aminocrotonate), which tautomerizes to its imine form (iminobutyrate). Both intermediates are unstable and short-lived. The second step is the nonenzymatic hydrolysis of the enamine/imine intermediates to form 2-ketobutyrate and free ammonia. In the low water environment of the cell, the second step is accelerated by RidA.","NONE","NONE","UniProt_field","mapped","ilvA","P04968","ILVA_ECOLI","reviewed","Escherichia coli (strain K12)","83333","L-threonine dehydratase biosynthetic IlvA (EC 4.3.1.19) (Threonine deaminase)","FALSE","FALSE","FALSE","TRUE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","60","1gte_v","1GTE","7","4.984","0.712","1.96838","Dihydropyrimidine dehydrogenase [NADP+]","Q12882","NONE","Amino acid transport and metabolism","NONE","For treatment of HIV AIDS","UniProt_field","mapped","DPYD","Q12882","DPYD_HUMAN","reviewed","Homo sapiens (Human)","9606","Dihydropyrimidine dehydrogenase [NADP(+)] (DHPDHase) (DPD) (EC 1.3.1.2) (Dihydrothymine dehydrogenase) (Dihydrouracil dehydrogenase)","TRUE","FALSE","TRUE","TRUE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","61","2cts_v","2CTS","4","2.842","0.7105","0.870357","Citrate synthase, mitochondrial","P00889","NONE","Energy production and conversion","NONE","NONE","UniProt_field","mapped","CS","P00889","CISY_PIG","reviewed","Sus scrofa (Pig)","9823","Citrate synthase, mitochondrial (EC 2.3.3.1) (Citrate (Si)-synthase)","FALSE","FALSE","FALSE","TRUE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","62","1q8m_v","1Q8M","3","2.124","0.708","-0.890377","Triggering receptor expressed on myeloid cells 1","Q9NP99","NONE","Involved in immune triggering activity","NONE","For nutritional supplementation, also for treating dietary shortage or imbalance","UniProt_field","mapped","TREM1","Q9NP99","TREM1_HUMAN","reviewed","Homo sapiens (Human)","9606","Triggering receptor expressed on myeloid cells 1 (TREM-1) (Triggering receptor expressed on monocytes 1) (CD antigen CD354)","TRUE","FALSE","FALSE","FALSE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","63","5gal_v","5GAL","4","2.828","0.707","1.02845","Galectin-7","LEG7_HUMAN","LECTIN","Could be involved in cell-cell and/or cell-matrix interactions necessary for normal growth control. Pro-apoptotic protein that functions intracellularly upstream of JNK activation and cytochrome c release.","NONE","NONE","UniProt_field","mapped","LGALS7; LGALS7B","P47929","LEG7_HUMAN","reviewed","Homo sapiens (Human)","9606","Galectin-7 (Gal-7) (HKL-14) (PI7) (p53-induced gene 1 protein)","TRUE","FALSE","TRUE","TRUE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","64","1tlz_v","1TLZ","4","2.826","0.7065","1.03062","Nucleoside-specific channel-forming protein tsx precursor","P0A927","NONE","Cell wall/membrane/envelope biogenesis","NONE","NONE","UniProt_field","mapped","tsx","P0A927","TSX_ECOLI","reviewed","Escherichia coli (strain K12)","83333","Nucleoside-specific channel-forming protein Tsx","FALSE","FALSE","TRUE","TRUE","Bilobalide","73581","2026-07-11"
"3D_submission","260604095716-Conformer3D_COMPOUND_CID_73581.sdf - Targets.csv","65","1yxu_v","1YXU","4","2.825","0.7062","0.776474","Proto-oncogene serine/threonine-protein kinase Pim-1","PIM1_HUMAN","TRANSFERASE","Plays a role in signal transduction in blood cells. Contributes to both cell proliferation and survival and thus provide a selective advantage in tumorigenesis. May affect the structure or silencing of chromatin by phosphorylating HP1 gamma/CBX3.","NONE","Cancer","UniProt_field","mapped","PIM1","P11309","PIM1_HUMAN","reviewed","Homo sapiens (Human)","9606","Serine/threonine-protein kinase pim-1 (EC 2.7.11.1)","TRUE","FALSE","FALSE","TRUE","Bilobalide","73581","2026-07-11"
